Gephyrocapsa huxleyi HET,temperature,no3,o2,PAR
5148.0,22.267064539857756,2.8835755826600744,218.05771933183408,118.05160666801459
1265.0,26.703971805128884,0.0994504336909425,200.19504890125123,116.25904731835031
20860.0,23.28409627787705,4.575190318566453,213.76685496496353,121.97323624058404
6296.0,21.582167006951455,2.841319744357228,224.04276287437446,114.75749139196475
292.0,26.700510275340896,0.601418787571562,203.24013042171268,119.4289327236921
5196.0,24.430715729713803,6.617910728320369,217.05666555395203,127.45361663526559
1658.0,24.102858426640925,7.538176366989759,216.5920100411779,125.81291515991586
43077.0,20.73554811366942,2.84819706031585,224.24097604505585,105.90725270106613
3632.0,25.216917334307396,5.0448447833679895,208.85736964146795,123.09800876213927
475.0,18.628311362289338,12.141387806249748,204.115435391456,37.47433243316004
1375.0,18.087218271863488,11.854028572671238,194.23046104620033,32.939533329973784
4227.0,24.1140566701843,9.479929669072446,213.88194358193337,128.27155965456623
2000.0,18.524512340544558,11.916601551789256,199.00458889558362,36.02899357914187
2175.0,17.784028274047813,11.668789833004482,184.77366436078296,32.25083229622725
69596.0,24.30021798889083,5.728848869930074,213.72818913417262,123.22254855377933
59665.0,20.701748531013624,5.901411793337681,226.56602441026075,108.636229917242
35161.0,24.54021575717226,5.392731206198758,205.71693177559237,124.56333631250787
224691.0,21.97551489255687,4.0862232931741955,220.4435300476158,104.90881340784404
3991.0,26.567052510736925,2.401047730483054,202.54501086533807,99.4878646518785
0.0,28.83170931846839,3.1043551392289013,189.6976097063922,28.681373322372014
0.0,26.079470125728527,5.861652805871245,207.77527662351525,12.044618510633168
0.0,18.621253475905494,10.163238485729474,203.1053417336201,10.716460907510092
0.0,27.29977476173618,1.721893107387092,212.6836658455181,35.397400229261876
0.0,25.103455321155774,3.6266458122561107,210.09833661393,27.391453838706834
0.0,27.245161070351294,0.09243174295208643,210.08487480612922,23.606836940832203
0.0,25.664797964986803,5.041589423975026,208.51384091788537,44.04581206523208
0.0,27.277714750493026,3.2975371936343314,202.20263517344782,53.59161949366726
0.0,25.485566175924568,2.0421152899531583,184.40817216951064,13.58018844520117
0.0,20.685710231065137,1.619493072275982,233.1284690896626,84.00114208367809
0.0,23.84732109504544,8.676802009939466,201.57351017450895,42.82207422150347
0.0,24.87302633164957,9.612893757729685,202.90907963789243,69.55968268795326
0.0,22.92432241189747,5.613277037663858,199.7482782720594,30.175447298600385
0.0,26.90565035295415,2.6121702839868117,207.99454064353833,10.490049142939096
0.0,27.039997151550587,3.8299814710802167,198.44441986968695,128.89132176978435
0.0,22.8536669469128,7.103595115244397,181.9825133482615,48.05910758701637
0.0,24.778104617190877,5.733603631030787,214.22617431663195,22.8271284226944
0.0,23.91081639949262,7.579965653446075,211.0436760111624,78.56018249177251
0.0,21.88720476998804,4.9830767783659,222.9225608979013,38.019472799701305
